Order_ID,Customer_Name,Product,Category,Quantity,Unit_Price,Total_Amount,Payment_Method,Order_Status,Order_Date,Branch
ORD0490,Thomas Thomas,Brownie,Bread,8,439.63,3517.04,Credit Card,Completed,2025-12-22,Laguna
ORD0491,Mark Ramsey,Chocolate Cake,Pastry,5,366.67,1833.35,Credit Card,Pending,2025-06-11,Manila
ORD0492,Ronald Cruz,Cheesecake,Pastry,2,479.71,959.42,Credit Card,Completed,2026-04-04,Laguna
ORD0493,Stacey Robles,Chocolate Cake,Dessert,4,418.95,1675.8,Debit Card,Completed,2025-10-15,Laguna
ORD0494,Anita Williams,Banana Bread,Cake,1,402.68,402.68,GCash,Cancelled,2025-05-27,Cavite
ORD0495,Shannon Edwards,Donut,Cake,9,475.82,4282.38,GCash,Cancelled,2025-08-11,Laguna
ORD0496,Kevin Scott,Cheesecake,Bread,9,497.48,4477.32,Credit Card,Completed,2025-11-19,Cavite
ORD0497,Matthew Kelly,Cupcake,Dessert,8,310.6,2484.8,Cash,Pending,2025-12-13,Batangas
ORD0498,Stephanie Barnes,Brownie,Pastry,3,384.37,1153.11,Debit Card,Pending,2025-08-09,Batangas
ORD0499,Robert Adams,Banana Bread,Dessert,6,224.47,1346.82,Credit Card,Completed,2025-09-29,Cavite
ORD0500,Veronica Jacobs,Donut,Dessert,6,213.6,1281.6,Credit Card,Completed,2025-06-16,Cavite
ORD0501,Tina Hernandez,Croissant,Dessert,2,135.61,271.22,GCash,Completed,2026-02-03,Cavite
ORD0502,Frances Vega,Chocolate Cake,Pastry,5,238.19,1190.95,Credit Card,Cancelled,2026-04-21,Cavite
ORD0503,Kyle Cole,Cheesecake,Dessert,10,433.75,4337.5,Cash,Pending,2025-12-30,Cavite
ORD0504,Lawrence Griffin,Baguette,Pastry,9,75.44,678.96,GCash,Completed,2025-08-19,Manila
ORD0505,Aaron Miller,Croissant,Cake,9,191.5,1723.5,Credit Card,Pending,2025-11-14,Batangas
ORD0506,Melissa Kaufman,Chocolate Cake,Bread,1,365.6,365.6,Credit Card,Cancelled,2025-08-31,Laguna
ORD0507,Colton Strong,Banana Bread,Dessert,3,131.81,395.43,Credit Card,Cancelled,2025-11-26,Batangas
ORD0508,Dr. James Guerra,Baguette,Cake,7,60.2,421.4,GCash,Cancelled,2025-06-28,Laguna
ORD0509,Robin Shah,Cupcake,Bread,4,254.31,1017.24,Debit Card,Pending,2025-08-10,Laguna
ORD0510,Larry Murphy,Baguette,Cake,2,155.79,311.58,Credit Card,Cancelled,2026-02-11,Laguna
ORD0511,James Mathis,Cheesecake,Dessert,1,152.16,152.16,Cash,Pending,2025-11-12,Laguna
ORD0512,Sherry Williams,Cheesecake,Pastry,8,111.05,888.4,GCash,Cancelled,2025-09-18,Batangas
ORD0513,Jeremy Mcguire,Donut,Cake,3,257.79,773.37,GCash,Cancelled,2025-08-28,Batangas
ORD0514,Monique Wilkerson,Cupcake,Bread,6,67.89,407.34,Cash,Pending,2026-01-22,Batangas
ORD0515,Cindy Walls,Cookies,Cake,9,387.07,3483.63,Debit Card,Completed,2025-12-20,Cavite
ORD0516,Derek Reyes,Muffin,Cake,5,221.84,1109.2,Cash,Completed,2025-11-28,Batangas
ORD0517,Sharon Wang,Muffin,Cake,6,242.23,1453.38,Cash,Pending,2025-10-10,Manila
ORD0518,Vincent Gardner,Donut,Bread,5,322.0,1610.0,Cash,Pending,2025-11-23,Cavite
ORD0519,Sean Knight,Croissant,Dessert,6,276.87,1661.22,Cash,Completed,2026-03-17,Laguna
ORD0520,Sherry Morris,Cheesecake,Bread,5,478.1,2390.5,GCash,Cancelled,2026-03-02,Manila
ORD0521,Mrs. Chelsea Williams PhD,Croissant,Pastry,5,272.53,1362.65,Credit Card,Cancelled,2025-10-08,Laguna
ORD0522,John Snyder,Cookies,Cake,2,391.03,782.06,Cash,Cancelled,2025-10-29,Manila
ORD0523,Dr. Vicki Johnson,Banana Bread,Cake,10,238.81,2388.1,Credit Card,Completed,2026-05-02,Manila
ORD0524,John Bryan,Croissant,Cake,1,374.83,374.83,Debit Card,Completed,2025-07-21,Laguna
ORD0525,Christian Holland,Cheesecake,Cake,1,122.89,122.89,Debit Card,Cancelled,2026-01-04,Manila
ORD0526,John Walton,Banana Bread,Pastry,1,311.77,311.77,Credit Card,Cancelled,2025-08-15,Batangas
ORD0527,Peter Hall,Banana Bread,Bread,10,455.44,4554.4,Credit Card,Completed,2026-02-01,Laguna
ORD0528,Dana Valenzuela,Chocolate Cake,Dessert,1,474.95,474.95,Debit Card,Pending,2026-04-14,Cavite
ORD0529,Allison Johnson,Donut,Dessert,5,109.3,546.5,Debit Card,Cancelled,2026-01-17,Laguna
ORD0530,Bridget Jones,Cupcake,Cake,4,303.82,1215.28,GCash,Completed,2026-03-23,Cavite
ORD0531,Philip Matthews,Chocolate Cake,Pastry,6,292.41,1754.46,Cash,Cancelled,2025-10-05,Laguna
ORD0532,Calvin Wilson,Cupcake,Dessert,8,400.2,3201.6,Cash,Completed,2026-05-10,Laguna
ORD0533,Lori Weaver,Brownie,Cake,6,410.51,2463.06,Cash,Cancelled,2025-05-21,Laguna
ORD0534,Richard Gray,Donut,Dessert,3,113.45,340.35,GCash,Cancelled,2025-06-25,Laguna
ORD0535,Linda Ball,Chocolate Cake,Dessert,6,372.16,2232.96,Cash,Completed,2025-09-22,Manila
ORD0536,Thomas Morris,Chocolate Cake,Bread,10,468.1,4681.0,Credit Card,Completed,2025-09-16,Manila
ORD0537,Christian Vaughn,Chocolate Cake,Bread,7,204.89,1434.23,Credit Card,Completed,2026-02-10,Laguna
ORD0538,Anna Callahan,Cupcake,Pastry,6,64.27,385.62,Credit Card,Completed,2025-07-18,Cavite
ORD0539,Michael Foster,Baguette,Pastry,3,188.46,565.38,Debit Card,Cancelled,2025-12-26,Batangas
ORD0540,Timothy Mckinney,Donut,Pastry,1,366.26,366.26,GCash,Cancelled,2026-02-23,Batangas
ORD0541,Stacey Hall,Muffin,Dessert,5,407.09,2035.45,Debit Card,Cancelled,2026-01-07,Laguna
ORD0542,Sonya Rios,Cookies,Cake,4,204.25,817.0,Credit Card,Cancelled,2026-02-16,Cavite
ORD0543,David Myers,Chocolate Cake,Bread,8,151.4,1211.2,Credit Card,Completed,2025-10-04,Manila
ORD0544,Caleb Osborn,Donut,Dessert,5,466.54,2332.7,Cash,Cancelled,2025-06-17,Laguna
ORD0545,John Campbell,Cheesecake,Cake,4,126.15,504.6,Cash,Completed,2026-01-15,Laguna
ORD0546,Paul Green,Banana Bread,Cake,4,271.88,1087.52,GCash,Cancelled,2025-07-12,Cavite
ORD0547,Adrienne Schroeder,Cookies,Pastry,10,282.02,2820.2,GCash,Pending,2026-03-07,Batangas
ORD0548,Fernando Ware,Baguette,Dessert,4,214.56,858.24,GCash,Pending,2025-12-08,Batangas
ORD0549,Christopher Bryant,Donut,Pastry,5,176.27,881.35,Debit Card,Completed,2025-10-12,Batangas
ORD0550,Amy Rich,Donut,Cake,1,461.02,461.02,Debit Card,Pending,2025-05-23,Batangas
ORD0551,Jason Rojas,Banana Bread,Pastry,4,468.97,1875.88,Credit Card,Pending,2025-07-03,Cavite
ORD0552,Michael Mcdowell,Croissant,Bread,4,253.39,1013.56,Credit Card,Pending,2025-10-19,Manila
ORD0553,Mrs. Nicole Walton,Brownie,Dessert,5,384.87,1924.35,Debit Card,Cancelled,2025-06-23,Laguna
ORD0554,Kevin Frey,Croissant,Bread,9,77.34,696.06,Cash,Cancelled,2025-08-03,Batangas
ORD0555,Ethan Adams,Chocolate Cake,Pastry,2,475.03,950.06,Debit Card,Pending,2025-05-26,Cavite
ORD0556,Elizabeth Watson,Muffin,Pastry,6,193.58,1161.48,Cash,Pending,2025-08-10,Batangas
ORD0557,Anna Gibson,Muffin,Pastry,5,268.07,1340.35,Cash,Completed,2025-09-30,Laguna
ORD0558,Jennifer Salazar,Baguette,Bread,3,174.71,524.13,Credit Card,Completed,2025-06-18,Cavite
ORD0559,Victoria Arroyo,Muffin,Dessert,5,435.1,2175.5,Debit Card,Pending,2025-08-31,Cavite
ORD0560,Angela Erickson,Baguette,Cake,3,476.2,1428.6,Cash,Completed,2025-08-27,Cavite
ORD0561,Raymond Hansen,Baguette,Pastry,1,314.2,314.2,GCash,Cancelled,2025-07-15,Manila
ORD0562,Ashley Mills,Muffin,Bread,5,134.0,670.0,Credit Card,Pending,2025-06-07,Batangas
ORD0563,Julie Jackson,Brownie,Bread,9,196.78,1771.02,Cash,Pending,2026-01-04,Batangas
ORD0564,Jessica Reese,Brownie,Cake,8,216.79,1734.32,Credit Card,Pending,2025-12-21,Batangas
ORD0565,Elizabeth Wall,Cupcake,Bread,3,461.21,1383.63,GCash,Completed,2025-10-14,Cavite
ORD0566,Jose Roberts,Cupcake,Dessert,4,484.16,1936.64,Debit Card,Pending,2025-07-04,Laguna
ORD0567,Lee Martin,Donut,Pastry,2,413.55,827.1,Credit Card,Pending,2026-05-04,Manila
ORD0568,Erica Stephens,Cookies,Pastry,9,174.11,1566.99,Debit Card,Completed,2026-01-17,Manila
ORD0569,Curtis Larson,Brownie,Dessert,2,322.41,644.82,Credit Card,Completed,2026-01-27,Cavite
ORD0570,Michael Holloway,Chocolate Cake,Bread,9,410.66,3695.94,Credit Card,Pending,2025-08-03,Batangas
ORD0571,Jordan Brown,Banana Bread,Dessert,6,482.79,2896.74,Debit Card,Cancelled,2025-05-24,Manila
ORD0572,Mr. Joshua Vaughan MD,Croissant,Cake,7,68.14,476.98,Credit Card,Pending,2026-02-05,Laguna
ORD0573,David Bradley,Cookies,Pastry,3,298.91,896.73,GCash,Completed,2025-11-16,Batangas
ORD0574,Ann Martinez DDS,Banana Bread,Bread,4,341.49,1365.96,Debit Card,Completed,2026-01-25,Manila
ORD0575,Darryl Williamson,Banana Bread,Cake,9,190.27,1712.43,GCash,Cancelled,2025-12-05,Batangas
ORD0576,Ernest Hernandez,Croissant,Bread,2,112.54,225.08,Credit Card,Cancelled,2026-05-14,Laguna
ORD0577,Joyce Fox,Cheesecake,Pastry,8,283.35,2266.8,Cash,Pending,2026-03-16,Cavite
ORD0578,Crystal Baker,Chocolate Cake,Bread,10,150.79,1507.9,Credit Card,Pending,2025-07-13,Laguna
ORD0579,Sherri Hernandez,Chocolate Cake,Pastry,5,260.85,1304.25,Debit Card,Completed,2025-10-31,Cavite
ORD0580,Kenneth Taylor,Cookies,Bread,8,422.1,3376.8,Cash,Pending,2026-05-08,Manila
ORD0581,Lauren Duncan,Muffin,Bread,10,162.09,1620.9,Cash,Completed,2025-10-26,Laguna
ORD0582,Nicholas Wood,Banana Bread,Dessert,5,115.26,576.3,Cash,Pending,2025-08-17,Manila
ORD0583,Mary Small,Donut,Pastry,6,141.62,849.72,Cash,Pending,2025-09-30,Laguna
ORD0584,Andrea Gonzales,Chocolate Cake,Pastry,6,320.75,1924.5,Debit Card,Pending,2026-01-09,Batangas
ORD0585,Kristopher Fuller MD,Cheesecake,Dessert,10,308.91,3089.1,Debit Card,Cancelled,2025-12-29,Cavite
ORD0586,Haley Craig,Muffin,Pastry,1,391.74,391.74,Debit Card,Pending,2025-08-22,Batangas
ORD0587,Terri Gomez,Brownie,Pastry,7,371.97,2603.79,Debit Card,Cancelled,2025-10-16,Laguna
ORD0588,Jeremy Thomas,Cheesecake,Cake,4,421.71,1686.84,Credit Card,Pending,2025-11-29,Cavite
ORD0589,Daniel Moyer,Cookies,Bread,10,97.36,973.6,Debit Card,Completed,2025-10-20,Manila
ORD0590,Mark Johnson,Croissant,Bread,4,358.88,1435.52,Cash,Completed,2025-12-05,Batangas
ORD0591,Rebecca Castro,Croissant,Cake,2,143.39,286.78,Cash,Cancelled,2026-01-16,Laguna
ORD0592,Mark Johnson,Chocolate Cake,Bread,8,159.85,1278.8,Credit Card,Cancelled,2026-05-12,Cavite
ORD0593,Lisa Edwards,Chocolate Cake,Bread,9,103.82,934.38,GCash,Cancelled,2025-11-08,Manila
ORD0594,Gregory Roberson,Baguette,Pastry,8,183.41,1467.28,Cash,Pending,2026-04-21,Manila
ORD0595,Franklin Lewis,Banana Bread,Pastry,5,216.17,1080.85,Credit Card,Cancelled,2025-12-18,Cavite
ORD0596,Sara Johnson,Cheesecake,Pastry,3,262.46,787.38,Cash,Completed,2025-05-21,Laguna
ORD0597,Emily Hill,Cupcake,Dessert,1,99.91,99.91,Credit Card,Cancelled,2026-02-05,Cavite
ORD0598,Ricky Acosta,Chocolate Cake,Dessert,8,385.04,3080.32,Cash,Cancelled,2025-09-17,Cavite
ORD0599,Lisa Williams,Brownie,Bread,8,279.88,2239.04,GCash,Cancelled,2025-07-31,Manila
ORD0600,Michael Crawford,Chocolate Cake,Pastry,3,426.75,1280.25,Credit Card,Pending,2025-08-10,Cavite
ORD0601,Dennis Wallace,Brownie,Dessert,8,418.63,3349.04,GCash,Completed,2026-02-11,Batangas
ORD0602,Melissa Williams,Cupcake,Dessert,8,223.28,1786.24,Debit Card,Cancelled,2026-01-01,Laguna
ORD0603,Elizabeth Moore,Brownie,Cake,10,316.81,3168.1,Debit Card,Cancelled,2025-11-19,Cavite
ORD0604,Michelle Jones,Cheesecake,Pastry,3,278.56,835.68,Debit Card,Pending,2025-11-01,Laguna
ORD0605,Matthew Carter,Cupcake,Cake,5,98.73,493.65,Cash,Cancelled,2026-04-23,Cavite
ORD0606,Melissa Sanders,Banana Bread,Dessert,5,376.22,1881.1,GCash,Completed,2026-02-25,Laguna
ORD0607,Natalie Eaton,Donut,Dessert,9,271.73,2445.57,Credit Card,Pending,2025-10-27,Laguna
ORD0608,Tiffany Williams,Cupcake,Cake,6,468.43,2810.58,Credit Card,Cancelled,2025-09-27,Batangas
ORD0609,Lawrence Oneill,Cheesecake,Bread,10,231.59,2315.9,Cash,Completed,2025-10-19,Laguna
ORD0610,Kenneth Perry,Cupcake,Cake,3,54.77,164.31,Credit Card,Completed,2025-08-20,Batangas
ORD0611,Kathleen Padilla,Cheesecake,Cake,9,187.44,1686.96,Debit Card,Completed,2025-09-03,Batangas
ORD0612,Joshua Eaton,Cupcake,Bread,6,329.63,1977.78,GCash,Pending,2025-11-04,Batangas
ORD0613,Frank Smith,Muffin,Pastry,8,484.67,3877.36,Debit Card,Pending,2026-05-11,Manila
ORD0614,Jeffrey Fitzpatrick,Cupcake,Pastry,1,163.85,163.85,Credit Card,Pending,2025-06-03,Manila
ORD0615,William Davies,Brownie,Cake,4,140.74,562.96,Debit Card,Cancelled,2025-07-14,Batangas
ORD0616,Nicholas Mccoy,Cupcake,Bread,4,231.93,927.72,GCash,Cancelled,2026-01-13,Cavite
ORD0617,Jill Christensen,Croissant,Pastry,1,429.82,429.82,Cash,Cancelled,2026-03-27,Manila
ORD0618,Alyssa Buck,Cheesecake,Pastry,9,288.81,2599.29,Debit Card,Pending,2025-08-20,Laguna
ORD0619,Robert Jones,Banana Bread,Dessert,6,99.19,595.14,Credit Card,Pending,2026-01-02,Cavite
ORD0620,Alicia Valenzuela,Croissant,Pastry,8,247.06,1976.48,Credit Card,Completed,2026-01-11,Batangas
ORD0621,Mr. Alvin Ewing,Croissant,Bread,5,139.01,695.05,Cash,Pending,2026-02-06,Manila
ORD0622,Robert Bell,Cheesecake,Cake,2,153.52,307.04,Credit Card,Cancelled,2025-09-07,Laguna
ORD0623,Kenneth Bridges,Cookies,Dessert,7,181.2,1268.4,Debit Card,Pending,2025-12-18,Cavite
ORD0624,Brandon Lamb,Banana Bread,Dessert,7,187.4,1311.8,Credit Card,Cancelled,2026-04-14,Batangas
ORD0625,Jessica Anderson,Cupcake,Pastry,7,319.29,2235.03,Debit Card,Cancelled,2025-11-14,Batangas
ORD0626,Brandi Petersen,Cookies,Bread,3,463.2,1389.6,Cash,Pending,2025-11-29,Cavite
ORD0627,Taylor Davis,Croissant,Cake,1,412.1,412.1,Debit Card,Completed,2025-09-04,Batangas
ORD0628,Trevor Andrews,Cookies,Pastry,10,489.33,4893.3,Cash,Cancelled,2025-06-07,Cavite
ORD0629,Mallory Carpenter,Brownie,Dessert,9,298.07,2682.63,Debit Card,Completed,2025-06-01,Batangas
ORD0630,Vincent Jones,Croissant,Pastry,9,52.71,474.39,GCash,Completed,2025-10-01,Manila
ORD0631,Michelle Aguirre,Cupcake,Cake,5,280.47,1402.35,Cash,Completed,2025-06-29,Manila
ORD0632,Clinton Martinez,Donut,Pastry,4,491.88,1967.52,Credit Card,Cancelled,2025-12-23,Manila
ORD0633,Phillip Harvey,Banana Bread,Pastry,7,421.62,2951.34,Debit Card,Completed,2026-02-01,Batangas
ORD0634,Jason Brooks,Chocolate Cake,Dessert,6,304.42,1826.52,Cash,Pending,2026-01-19,Cavite
ORD0635,Scott Kirby,Brownie,Dessert,6,452.16,2712.96,Cash,Cancelled,2025-06-25,Cavite
ORD0636,Erika Banks,Donut,Cake,4,296.12,1184.48,Debit Card,Pending,2026-05-14,Manila
ORD0637,Paula Owens,Cheesecake,Dessert,5,156.78,783.9,Debit Card,Cancelled,2026-03-22,Manila
ORD0638,Wanda Grant,Banana Bread,Pastry,4,229.94,919.76,Debit Card,Pending,2026-04-26,Batangas
ORD0639,George Guzman,Baguette,Bread,4,319.35,1277.4,GCash,Pending,2025-05-31,Cavite
ORD0640,Scott Gibson MD,Cookies,Cake,8,62.34,498.72,Debit Card,Pending,2025-11-23,Cavite
ORD0641,Anthony Henry,Donut,Bread,7,202.77,1419.39,Debit Card,Cancelled,2025-12-31,Laguna
ORD0642,Michael Warren,Donut,Pastry,1,181.75,181.75,Credit Card,Completed,2025-10-06,Batangas
ORD0643,Mitchell Smith,Cupcake,Cake,7,493.8,3456.6,GCash,Pending,2025-08-22,Laguna
ORD0644,Alexander Holloway,Banana Bread,Bread,5,478.43,2392.15,Cash,Pending,2025-06-12,Batangas
ORD0645,Andrea Bradley,Baguette,Cake,2,266.28,532.56,Credit Card,Pending,2025-05-29,Manila
ORD0646,Dr. Kristopher Warren,Donut,Pastry,5,376.11,1880.55,Credit Card,Completed,2026-04-26,Cavite
ORD0647,Victoria Roy,Baguette,Bread,1,449.77,449.77,Credit Card,Completed,2026-04-11,Laguna
ORD0648,Lisa Adams,Cupcake,Cake,4,405.05,1620.2,Credit Card,Completed,2026-02-10,Laguna
ORD0649,Brittany Duarte,Chocolate Cake,Dessert,2,214.77,429.54,GCash,Cancelled,2025-12-14,Cavite
ORD0650,Thomas White,Muffin,Dessert,4,253.62,1014.48,GCash,Cancelled,2025-06-17,Laguna
ORD0651,Wesley Duncan,Brownie,Dessert,4,340.06,1360.24,Credit Card,Completed,2025-08-02,Batangas
ORD0652,Sarah Thomas,Donut,Cake,8,107.42,859.36,GCash,Cancelled,2025-09-04,Cavite
ORD0653,Katherine Mason,Cheesecake,Cake,10,135.78,1357.8,GCash,Pending,2026-03-14,Manila
ORD0654,David Thompson,Croissant,Cake,5,318.24,1591.2,Credit Card,Cancelled,2025-06-24,Manila
ORD0655,Barbara Harris,Banana Bread,Dessert,7,75.44,528.08,GCash,Cancelled,2026-05-12,Manila
ORD0656,Randy Wright,Cupcake,Pastry,9,265.9,2393.1,Credit Card,Completed,2026-02-24,Laguna
ORD0657,Dana Mack,Banana Bread,Bread,3,474.59,1423.77,GCash,Cancelled,2025-09-30,Cavite
ORD0658,James Jones,Cookies,Dessert,1,231.34,231.34,Cash,Pending,2026-03-30,Batangas
ORD0659,Lance Garcia,Croissant,Cake,3,339.33,1017.99,Cash,Pending,2025-08-21,Batangas
ORD0660,Jennifer Crosby,Donut,Dessert,5,322.03,1610.15,GCash,Cancelled,2026-01-04,Manila
ORD0661,Matthew Buchanan,Cupcake,Cake,5,241.04,1205.2,Debit Card,Cancelled,2025-07-26,Manila
ORD0662,Ryan Cruz,Brownie,Pastry,2,130.95,261.9,Debit Card,Pending,2025-06-07,Laguna
ORD0663,Susan King,Chocolate Cake,Bread,6,349.22,2095.32,Debit Card,Cancelled,2025-08-08,Cavite
ORD0664,Matthew Wilson,Baguette,Dessert,2,413.29,826.58,GCash,Completed,2026-03-22,Laguna
ORD0665,Keith Smith,Cheesecake,Cake,9,410.62,3695.58,Credit Card,Pending,2025-09-10,Batangas
ORD0666,Donna Terrell,Cheesecake,Bread,7,483.08,3381.56,Debit Card,Pending,2025-07-03,Laguna
ORD0667,Nathaniel Ward,Donut,Pastry,2,193.43,386.86,Credit Card,Cancelled,2026-02-10,Cavite
ORD0668,Margaret Davis,Baguette,Dessert,7,95.74,670.18,Debit Card,Completed,2026-02-10,Batangas
ORD0669,Tina Wilson MD,Donut,Dessert,7,251.78,1762.46,GCash,Completed,2025-06-09,Manila
ORD0670,Sarah Williams,Chocolate Cake,Cake,2,204.43,408.86,Cash,Pending,2026-04-30,Cavite
ORD0671,Heather Adams,Cookies,Pastry,2,381.83,763.66,Cash,Completed,2025-08-18,Laguna
ORD0672,Nicole Coleman,Baguette,Bread,9,60.16,541.44,GCash,Completed,2026-02-05,Manila
ORD0673,Blake Kane,Chocolate Cake,Cake,7,216.0,1512.0,Cash,Pending,2026-02-16,Batangas
ORD0674,Regina Ford,Brownie,Dessert,2,321.03,642.06,GCash,Pending,2025-11-02,Cavite
ORD0675,Timothy Oneill,Baguette,Dessert,10,439.99,4399.9,GCash,Completed,2026-04-05,Laguna
ORD0676,Susan Compton,Donut,Dessert,6,136.65,819.9,GCash,Cancelled,2025-08-24,Cavite
ORD0677,Marie Holden,Chocolate Cake,Bread,1,263.33,263.33,Debit Card,Cancelled,2025-08-18,Cavite
ORD0678,Mary Hanson,Brownie,Bread,5,177.26,886.3,Debit Card,Completed,2026-04-23,Manila
ORD0679,John Burgess,Donut,Dessert,10,155.6,1556.0,GCash,Completed,2025-07-06,Batangas
ORD0680,Michael Wilkinson,Baguette,Dessert,6,235.73,1414.38,Debit Card,Pending,2026-05-02,Laguna
ORD0681,Sharon Medina,Banana Bread,Cake,10,408.97,4089.7,Credit Card,Completed,2025-12-06,Batangas
ORD0682,Benjamin Sherman,Cupcake,Cake,6,148.22,889.32,GCash,Pending,2025-09-22,Manila
ORD0683,Sara Sullivan,Croissant,Cake,6,328.58,1971.48,Credit Card,Completed,2025-07-11,Manila
ORD0684,Eric Mann,Cookies,Cake,3,463.88,1391.64,GCash,Pending,2025-07-07,Batangas
ORD0685,Dana Bailey,Donut,Pastry,9,237.01,2133.09,GCash,Cancelled,2025-06-24,Manila
ORD0686,Mr. Zachary Wiley,Chocolate Cake,Pastry,5,114.07,570.35,Debit Card,Completed,2025-08-04,Manila
ORD0687,Rhonda Hernandez,Cupcake,Dessert,7,403.29,2823.03,Cash,Cancelled,2025-08-03,Laguna
ORD0688,Sydney Washington,Croissant,Cake,9,343.35,3090.15,Cash,Completed,2025-08-03,Laguna
ORD0689,Ashley Harris,Chocolate Cake,Pastry,9,414.25,3728.25,GCash,Pending,2025-11-25,Batangas
ORD0690,Dennis Phillips,Croissant,Bread,9,467.18,4204.62,Cash,Cancelled,2025-08-03,Batangas
ORD0691,Carl Garrett,Donut,Bread,7,133.43,934.01,GCash,Completed,2025-06-16,Manila
ORD0692,Paul Fox,Donut,Pastry,4,487.6,1950.4,Credit Card,Pending,2026-05-04,Cavite
ORD0693,Ashley King,Cupcake,Cake,4,436.29,1745.16,Cash,Completed,2025-05-22,Batangas
ORD0694,Katherine Harrison,Donut,Pastry,4,70.23,280.92,Cash,Cancelled,2025-08-26,Batangas
ORD0695,Janet Nunez,Muffin,Bread,8,211.76,1694.08,Debit Card,Completed,2025-10-01,Cavite
ORD0696,Rebecca Castaneda DDS,Chocolate Cake,Pastry,9,281.59,2534.31,Credit Card,Cancelled,2025-06-26,Cavite
ORD0697,Nichole Mendoza,Croissant,Bread,5,282.28,1411.4,Credit Card,Pending,2025-11-13,Batangas
ORD0698,Monique Evans,Cookies,Bread,7,463.75,3246.25,Credit Card,Cancelled,2025-05-16,Cavite
ORD0699,Wanda Krueger,Croissant,Dessert,3,178.99,536.97,GCash,Pending,2026-02-05,Batangas
ORD0700,Daniel Cannon,Cupcake,Dessert,5,355.9,1779.5,Debit Card,Completed,2025-11-15,Manila
ORD0701,Jacqueline Cuevas,Cupcake,Cake,3,425.54,1276.62,GCash,Cancelled,2026-02-17,Cavite
ORD0702,David Daniel,Brownie,Cake,10,486.0,4860.0,Cash,Pending,2025-07-08,Manila
ORD0703,Richard Williams,Banana Bread,Bread,10,225.5,2255.0,Debit Card,Pending,2026-03-19,Batangas
ORD0704,Nathan Moreno,Chocolate Cake,Pastry,4,299.28,1197.12,Debit Card,Completed,2026-03-11,Cavite
ORD0705,Lori Martinez,Banana Bread,Cake,4,209.64,838.56,Cash,Cancelled,2025-11-19,Laguna
ORD0706,Jason Vasquez,Baguette,Dessert,1,229.37,229.37,Cash,Cancelled,2025-07-28,Manila
ORD0707,Edward Mcclain,Baguette,Cake,7,484.83,3393.81,Cash,Pending,2025-06-30,Manila
ORD0708,Brian Rosales,Muffin,Cake,6,241.36,1448.16,Cash,Pending,2025-09-10,Manila
ORD0709,Sarah Clayton,Cookies,Bread,1,370.31,370.31,Credit Card,Pending,2025-08-12,Batangas
ORD0710,Max Parks,Banana Bread,Pastry,7,57.2,400.4,Credit Card,Pending,2025-07-17,Batangas
ORD0711,Wendy Webster,Cookies,Dessert,1,165.09,165.09,GCash,Completed,2025-11-30,Manila
ORD0712,Maria Hayes,Banana Bread,Cake,6,154.99,929.94,GCash,Cancelled,2025-06-02,Laguna
ORD0713,Amanda Chapman,Cupcake,Cake,10,496.43,4964.3,Debit Card,Cancelled,2025-11-25,Manila
ORD0714,Matthew Madden,Donut,Dessert,9,89.17,802.53,GCash,Completed,2026-04-12,Cavite
ORD0715,Michael Davidson,Donut,Dessert,10,130.54,1305.4,GCash,Pending,2026-04-08,Batangas
ORD0716,Sara Thomas,Cupcake,Cake,4,361.0,1444.0,GCash,Cancelled,2025-05-21,Batangas
ORD0717,Brandy Shepherd,Baguette,Cake,4,388.67,1554.68,Debit Card,Completed,2025-07-28,Cavite
ORD0718,Gary Contreras,Muffin,Pastry,9,72.21,649.89,Cash,Completed,2026-02-08,Laguna
ORD0719,Sabrina Hansen,Banana Bread,Pastry,7,463.93,3247.51,Cash,Pending,2026-01-18,Batangas
ORD0720,Kristen Gonzales,Cookies,Cake,6,482.19,2893.14,Debit Card,Cancelled,2026-01-23,Batangas
ORD0721,Jacob Howard,Cupcake,Dessert,3,272.36,817.08,Debit Card,Cancelled,2025-07-20,Batangas
ORD0722,Elizabeth Vaughan,Donut,Pastry,2,94.14,188.28,Credit Card,Completed,2025-12-15,Cavite
ORD0723,James Davis,Croissant,Cake,4,419.6,1678.4,Cash,Completed,2026-04-15,Batangas
ORD0724,Kimberly Tran,Chocolate Cake,Dessert,8,416.15,3329.2,Credit Card,Pending,2025-11-18,Manila
ORD0725,Derrick Stewart,Cheesecake,Dessert,6,89.75,538.5,Debit Card,Pending,2025-07-28,Cavite
ORD0726,Crystal Gonzales,Donut,Bread,3,227.42,682.26,Cash,Pending,2025-08-08,Manila
ORD0727,Peggy Ortiz,Baguette,Bread,3,317.87,953.61,Cash,Cancelled,2026-04-12,Laguna
ORD0728,Ivan Adams,Chocolate Cake,Dessert,3,54.53,163.59,Cash,Pending,2026-01-17,Cavite
ORD0729,Ms. Emma Mejia MD,Brownie,Cake,6,345.67,2074.02,GCash,Completed,2026-01-21,Batangas
ORD0730,Sheryl Gardner,Croissant,Pastry,2,82.2,164.4,Debit Card,Pending,2026-03-31,Batangas
ORD0731,Brandon Jones,Chocolate Cake,Bread,6,410.37,2462.22,Credit Card,Completed,2025-09-21,Manila
ORD0732,Mary Martinez MD,Donut,Dessert,5,252.3,1261.5,GCash,Cancelled,2026-01-20,Manila
ORD0733,Misty Taylor,Cheesecake,Pastry,2,287.66,575.32,Debit Card,Cancelled,2026-05-07,Manila
